date,ann_vol_1m_%,skew_1m,kurt_1m,max_ret_1m,min_ret_1m,streak_up_1m,streak_down_1m,RSI14_last,MA_GAP50_last,MACD_hist_last,high_vol,ECSU,vix_close,Annual_CPI,Oil,Current_Account,Gold_Reserve,Forex_Reserve
2006-03-31,11.313236413978869,0.0822000899329924,-0.6454186230451375,0.0168337286709006,-0.010669037563903,5,3,49.4496189669771,1.4064012602894582,0.0018483627404029,1,268.60485120952995,11.39,8.16,6606.0,-3053.0,2176.0,58283.0
2006-04-30,5.433343334692848,-0.3572278693904939,0.5658570342827098,0.0056141926790926,-0.0094564408041697,3,7,41.16607773851592,-0.6121136435528585,-0.0022947538627451,0,246.86938499223191,11.59,8.83,7215.0,-3746.0,2176.0,59753.0
2006-05-31,25.11666796672629,1.140709482777531,1.3990498163715062,0.0489019855469023,-0.0206815995602583,5,2,83.97753551370994,12.24374089591469,0.0113996987313811,1,263.06120358593387,16.44,9.86,6757.0,-4035.0,2176.0,59570.0
2006-06-30,26.060210202466006,0.5206614392988071,0.0105158548171355,0.0399637868598035,-0.0273689188390376,5,4,61.69083834453484,8.2008534606,-0.0055425423031207,1,272.1472041126031,13.08,10.12,732.0,-2684.0,2266.0,56732.0
2006-07-31,19.91631108454388,0.3630448299784211,-0.0609320723113238,0.022756742738589,-0.0253838921968034,2,4,32.520325203251986,-4.497866996150945,-0.0093724520453905,1,132.29765563070035,14.95,11.69,7475.0,-1645.0,2266.0,57134.0
2006-08-31,12.829977838716786,0.0187640144460101,-0.6242178222769512,0.0154373927958832,-0.0158399892610242,2,7,58.31305758313052,-3.743643478930347,0.006662507356273,1,268.1844564882768,12.31,10.26,6766.0,-1376.0,2266.0,57114.0
2006-09-30,19.362354455670346,1.1204583571928874,2.576580287840759,0.038487599945792,-0.0194869103077226,4,2,55.69892473118282,1.1328279952614428,0.0046199532346012,1,260.9338026240438,11.98,10.55,5909.0,-1337.0,2242.0,58526.0
2006-10-31,10.26776201382724,-0.0994732936902314,-0.8436374640257354,0.0099946695095949,-0.0126006069402296,2,4,27.030162412993132,-1.3741689804129045,-0.0047483527796505,1,133.96613517196474,11.1,9.98,5613.0,-2074.0,2242.0,55809.0
2006-11-30,10.322829289696823,-0.2086130290228109,-0.6272376499818217,0.0109088429808412,-0.0128135223555071,6,2,58.80000000000004,-0.4730076283674278,0.003694330971945,1,136.59303533000332,10.91,9.86,6436.0,-2821.0,2242.0,58491.0
2006-12-31,6.68337324669413,0.0540014946882098,-0.1563076432021519,0.0070495542193655,-0.0096796182685753,2,3,35.68627450980392,-1.9480564321771143,0.0001531973259481,0,138.2092659990463,11.56,9.65,5896.0,-2732.0,2373.0,60845.0
2007-01-31,10.684829052001582,0.6270773492200514,-0.6174665418226608,0.0127879044792991,-0.0088166414106625,4,3,35.606060606060566,-0.5349811997889531,0.0010474172285448,1,102.04789780393192,10.42,9.93,5652.0,-3116.0,2373.0,61355.0
2007-02-28,7.305926371340298,0.4873528466031706,0.0370129641052359,0.0093073593073593,-0.0094346264873617,2,6,48.01178203240064,-1.1220166613183369,0.0005732020388163,0,101.40681450288248,15.42,10.16,5939.0,-3078.0,2373.0,62953.0
2007-03-31,13.457112901974147,0.7352806715505759,0.4282222626189296,0.0214556163230965,-0.0134541460735859,4,5,35.27542372881351,-0.950246130957888,-0.0018677473210947,1,201.8106316344412,14.64,10.86,6847.0,-2985.0,2473.0,67498.0
2007-04-30,8.279783987608063,-0.1521006574394734,-0.505750374594673,0.007635851434502,-0.0123602118893466,2,4,32.45614035087729,-3.820776961982597,-0.0025545816939821,0,96.90834406428212,14.22,10.72,6723.0,-3208.0,2473.0,66178.0
2007-05-31,13.414033592404987,0.7259063816290092,2.0450602607073964,0.0251162093267356,-0.0172850220582917,3,3,45.51201011378012,-1.7083860453512734,0.0013918037665087,1,185.10240876510264,13.05,9.23,6818.0,-3486.0,2473.0,65759.0
2007-06-30,13.41415369613325,0.7318340596523144,0.9181160507530012,0.0229319609475515,-0.0147336607480165,4,5,36.900684931506845,-0.7888823465795003,0.0014228444757118,1,198.28363501322715,16.23,8.6,7222.0,-2983.0,2424.0,68252.0
2007-07-31,15.55505570893846,1.8830959955547115,4.174872840553247,0.0327571236877417,-0.0111862036821255,3,5,57.31795241528479,0.143752145554421,0.00458434556202,1,96.54389437305528,23.52,6.9,7701.0,-2680.0,2424.0,68768.0
2007-08-31,28.382121564896284,0.0786824621943797,-0.3831423578537056,0.0391174270755423,-0.0358500035850003,4,2,59.56102427668775,2.287752529135023,-0.0012393960380602,1,98.41033624859092,23.38,7.39,7229.0,-1479.0,2424.0,71875.0
2007-09-30,13.09706398061206,-0.8151034194735911,0.5863980746378861,0.0075132707227441,-0.0248008417255373,2,4,18.196721311475383,-5.647052615077541,-0.0057154590600904,1,93.214867976874,18.0,7.12,8097.0,-2131.0,2764.0,71725.0
2007-10-31,17.025633192186262,1.143270957560732,1.157544221801758,0.0281772088770675,-0.016976556184317,2,4,52.04274041483343,-4.939932249257639,0.0020948940004136,1,182.31604194406825,18.53,7.7,8987.0,-3211.0,2764.0,70212.0
2007-11-30,16.618338633898478,0.2110508197760068,0.006163303166367,0.0217300109069553,-0.0208920577018735,3,3,51.78326474622767,-0.8861377152268868,0.0026364436938435,1,54.25083773731251,22.87,12.98,8871.0,-3338.0,2764.0,72413.0
2007-12-31,7.445549918343635,0.5319119529712236,1.224744390571776,0.0112054329371817,-0.0110056288330672,2,5,42.90843806104135,-1.566789578511074,-1.6308201708884872e-05,0,57.28576074263202,22.5,8.39,9368.0,-5251.0,2764.0,71263.0
2008-01-31,15.935949797859587,0.1623992863945747,-0.2788523330328738,0.0196475250864323,-0.0203632809318237,5,4,55.94405594405593,-0.2741423948768084,0.0005666905982429,1,138.7777579105826,26.2,8.17,9158.0,-4035.0,3123.0,71372.0
2008-02-29,13.384223969834864,0.849454058961698,0.0633455678310066,0.0202674640750892,-0.0128677977214982,5,6,39.71291866028708,-0.1562170149884023,-0.0025893803979562,1,145.8310615500045,26.54,9.1,1009.0,-3747.0,3123.0,74910.0
2008-03-31,24.0508843375255,0.3602963693351943,-0.7136862142993827,0.0355860267711392,-0.0187434639208431,3,2,59.61722488038279,5.755848850017475,0.0026767569100555,1,145.27977641329213,25.61,9.15,10233.0,-4141.0,3123.0,74754.0
2008-04-30,17.98930582647302,-0.103715160626274,-0.2465636509912223,0.0233881655882124,-0.02483768684886,3,6,47.5536480686695,1.9821251241310955,-0.0065638925141694,1,131.75634974709598,20.79,9.66,11112.0,-5014.0,3492.0,74660.0
2008-05-31,11.813231243035432,0.1511477470989243,-0.7401122813793877,0.013374979977575,-0.0157499200511671,3,5,28.954937679769717,-4.106749741699045,-0.0019367542709995,1,280.7627142957459,17.83,10.74,12785.0,-4561.0,3492.0,74052.0
2008-06-30,11.14560530834837,-0.0344033481740578,-1.349043083268964,0.0117666419814037,-0.0114877892030847,3,4,41.62537165510414,-1.8706505777947968,-0.0004696288657979,1,149.6263034061252,23.95,10.61,1384.0,-5259.0,3492.0,75007.0
2008-07-31,9.974322950009592,-0.1406995340967217,-0.9286248531583152,0.0092756896273593,-0.011782276800531,3,4,30.32786885245916,-2.884438189328864,-0.0004320560702058,0,140.16037791704036,22.94,12.06,1241.0,-3684.0,3477.0,75105.0
2008-08-31,11.396565190227747,-1.5935592485285084,4.666879966255576,0.0133001544534065,-0.0243492863140218,5,3,57.93269230769231,-1.1359170923719408,0.0025874074842793,1,135.77791560385407,20.65,11.77,11349.0,-2655.0,3477.0,75934.0
2008-09-30,18.03621099856442,-0.1618981794814869,-0.966947963258785,0.0195110103626943,-0.0185141785797985,5,5,55.24752475247527,2.636109996052149,-0.0030714842340801,1,146.555216053935,39.39,11.13,9352.0,-657.0,3477.0,76562.0
2008-10-31,62.54664786203287,-1.26967348723963,2.9534966431816088,0.0729683825450746,-0.1125014756227127,4,2,59.29492157167263,13.47787498415114,0.0087714809492115,1,162.74664941528002,59.89,11.99,60.0,-2280.0,3272.0,72005.0
2008-11-30,34.70927572771655,0.214017879633555,-0.5079356096801506,0.0437237394957983,-0.038530252501191,3,3,53.6890477406178,6.211886332823791,-0.0148828055942962,1,322.07021625187576,55.28,10.76,4772.0,-354.0,3272.0,71205.0
2008-12-31,12.10330536131731,-0.1662199494784172,0.1929538114970279,0.0149691063125039,-0.0161948565135713,2,4,23.48178137651827,-3.387171016659918,-0.0058839785000478,1,321.8622683646105,40.0,10.06,3582.0,-3039.0,3272.0,70075.0
2009-01-31,19.182395933020857,0.1378922930338589,-1.1140524513725671,0.0227766440655652,-0.0173971025034854,4,4,62.43733127651373,2.133798115210217,0.000305176026538,1,227.02327342927703,44.84,9.5,4417.0,-330.0,3229.0,67962.0
2009-02-28,13.912279780210302,-0.0715582274335533,-1.3744632745614576,0.0147667593450726,-0.012187976092816,3,2,65.87048832271768,5.079048752847171,0.001146136710373,1,219.76024476140717,46.35,7.73,4441.0,-150.0,3229.0,67547.0
2009-03-31,21.773688662725256,-0.3577035574376723,0.0956275944980875,0.027531900218416,-0.0303289436178096,4,2,33.00304878048776,0.9030768864669136,-0.0077203374621119,1,231.6904963079417,44.14,7.89,4613.0,-1080.0,3229.0,66539.0
2009-04-30,21.93153349400551,0.250305589229972,-1.0130650516171944,0.0250271340100873,-0.0209050812639719,5,5,49.36431389741343,-3.777995535826728,0.0050866400192307,1,106.5231100326882,36.5,6.13,503.0,-1384.0,3425.0,62414.0
2009-05-31,14.572602651301631,-0.3372694118857085,-0.5106597785846869,0.0165432893466366,-0.0182329985285649,4,3,58.7155963302753,-2.2268948911092323,0.0036217944978241,1,97.64283986868232,28.92,5.24,6498.0,-1361.0,3425.0,67378.0
2009-06-30,11.85621769919571,-0.210061601471167,-0.512003453225645,0.0113599480688089,-0.0177729647088801,2,4,43.251775848460944,-1.8155345385808876,0.0007097206074133,1,104.4369915527809,26.35,5.73,6811.0,-1911.0,3425.0,64889.0
2009-07-31,8.878724691257522,0.4924745307895487,-0.2658416847289859,0.009779286926995,-0.0108702769956126,2,11,16.825095057034233,-3.36909217342386,-0.0040944379045998,0,211.01311925585145,25.92,5.39,7008.0,-165.0,3500.0,66970.0
2009-08-31,13.35092708595639,-0.0481305349454725,0.2681423015889654,0.0178173719376391,-0.0196442792673213,3,4,57.9493835171967,-0.8799781792952266,0.0031382993108693,1,101.05680312168646,26.01,5.33,6902.0,-168.0,3500.0,69823.0
2009-09-30,8.47891668719954,-0.0409920873356651,-0.9619626142952452,0.0101349083831128,-0.0086542331946866,5,4,49.58333333333338,-0.0311500546468668,0.0001293041266438,0,209.02034794287343,25.61,5.27,6582.0,-649.0,3500.0,70353.0
2009-10-31,10.198849937800414,-0.1186082817755657,-0.6753889951444343,0.0104614105584037,-0.0133171912832928,2,3,65.60170394036213,0.4234316845568964,0.0043791586702375,1,108.30763270787622,30.69,5.08,7491.0,684.0,3727.0,71540.0
2009-11-30,7.442286229555613,0.0111706458796797,-1.199883032235858,0.0072316842389834,-0.0078161224084255,3,6,48.64498644986449,0.7137921849288187,0.0012308388965942,0,106.59889423382624,24.51,5.53,7777.0,-1673.0,3727.0,71510.0
2009-12-31,7.786269172844576,0.3424361299427899,0.1204765822022686,0.0128213734308919,-0.0076020709089718,5,3,59.90566037735844,1.3091851875659533,-0.0009270723247489,0,108.6343738717501,21.68,6.53,7791.0,-3171.0,3727.0,69631.0
2010-01-31,9.45142835266068,-0.2101273295097592,-0.4346508864062715,0.0100416695129448,-0.0122273628552543,6,4,62.18390804597686,0.0804828973843152,0.0045034363696261,0,180.426649631436,24.62,8.19,712.0,-2912.0,4121.0,70778.0
2010-02-28,9.713756851877314,0.7146593098266374,-0.460049227245308,0.0156928213689482,-0.0063711001642036,3,3,64.07249466950972,3.300350743209779,0.0031951952229575,0,172.3394143953074,19.5,10.13,7636.0,-2019.0,4121.0,67721.0
2010-03-31,6.865401575299003,0.1067485997653076,0.0656540387845869,0.0088131609870738,-0.009704341075241,3,6,43.296089385474815,0.6141623252348793,-0.0015274907858377,0,166.25561031528835,17.59,9.56,8037.0,-4073.0,4121.0,68277.0
2010-04-30,10.33590495963736,1.0965073769222915,1.3768446690741616,0.0157873431385777,-0.0120217853347502,2,6,43.03079416531608,-2.009739079108941,0.0013062153607089,1,167.1432014295424,22.05,10.19,8619.0,-4127.0,4153.0,72951.0
2010-05-31,20.918216941551663,-0.3531604681351478,0.5681925718856933,0.028506345590628,-0.0311264191861208,5,3,48.09421841541753,2.4757467273365474,0.0025581489838992,1,172.1202779823704,32.07,9.1,73.0,-2656.0,4153.0,71861.0
2010-06-30,10.171097304980949,0.0375079675632307,-1.3950545154843357,0.0104114083796063,-0.010209194538394,4,4,42.3785594639866,2.1388282469406272,-0.0013698318358751,1,267.3201968506354,34.54,8.37,7494.0,-3083.0,4153.0,70616.0
2010-07-31,5.693190358289339,0.2495582289133469,-0.3094852854370145,0.0050234864300626,-0.0092449922958398,1,4,22.451790633608965,-3.3376507689472312,-0.0032698468524385,0,161.01890955427783,23.5,7.58,775.0,-3214.0,4637.0,74215.0
2010-08-31,8.896106444813453,0.0481542500703925,-0.9547578283308584,0.0094842916419679,-0.009453295432009,4,3,66.83168316831681,-0.6676522050006795,0.0041862471838444,0,162.34582671029753,26.05,8.33,7551.0,-2648.0,4637.0,76001.0
2010-09-30,7.127835485206474,-0.0849655577142932,-0.5001849087811818,0.0065298507462687,-0.0107191316146539,2,4,15.251989389920482,-3.186442118345967,-0.0031285055733278,0,331.1603115030566,23.7,9.24,8077.0,-3474.0,4637.0,75795.0
2010-10-31,13.432433464796173,-0.1979276637704714,-0.702256682440324,0.0133039271485486,-0.018500621289521,2,3,56.23359580052499,-2.348793528517945,0.0041032462819877,1,106.03248392052603,21.2,8.62,8247.0,-3051.0,4886.0,79072.0
2010-11-30,11.333848234329674,0.0276544134458549,-0.9600275905739536,0.0139439507860559,-0.0096542911904593,3,4,83.5974643423137,3.43399477531936,0.0100907486806098,1,176.21809823060272,23.54,7.29,8602.0,-5875.0,4886.0,79410.0
2010-12-31,10.18697925794196,0.6037109876973136,-0.2493553665883165,0.0172199305964775,-0.0068405574734687,5,3,75.36372453928232,5.496836792624515,0.0005137507378273,1,180.4386367560793,17.75,6.4,9323.0,-7493.0,5264.0,80696.0
2011-01-31,11.765255325010228,0.3792505403391626,-1.1758838186394935,0.0139015200727554,-0.010516129032258,3,6,52.00291332847781,3.8365141111662338,0.000480582955444,1,169.4211265468268,19.53,4.9,9897.0,-5871.0,5264.0,82335.0
2011-02-28,12.192958941514991,-0.0693196105244702,-0.9529992657974148,0.0122652841878989,-0.0146213446638341,3,2,59.36395759717318,1.700566855618546,-0.0003140298669406,1,120.9452885668771,18.35,4.16,11227.0,-5903.0,5264.0,82577.0
2011-03-31,5.976461094203505,0.3513796617089642,-0.8193806251903086,0.0070374291586223,-0.007569177317285,3,6,29.72181551976594,-1.795802430172011,-0.003294214147083,0,169.5464201352989,17.74,3.99,11694.0,-9407.0,5264.0,86205.0
2011-04-30,8.1227776631702,0.0243614107906983,-1.1058540156874244,0.0070219188869931,-0.009644835451287,3,7,57.87671232876716,-2.710255551578,0.002157295656639,0,327.0150727848725,14.75,4.26,12659.0,-7485.0,5357.0,90221.0
2011-05-31,9.586174623054278,0.5781387091430744,-0.4732359405489945,0.01682266632937,-0.005518625360592,3,3,72.30428360413579,3.3614410712003773,0.002660529520178,0,168.72811679974768,15.45,7.17,11718.0,-7637.0,5357.0,91396.0
2011-06-30,8.6614759517947,0.6150025892283183,-0.6264864877571434,0.0123464527450489,-0.0067479725128458,4,3,74.22334172963886,3.833491165817926,0.0036963272453882,0,167.4269420337705,16.52,6.24,11171.0,-7559.0,5357.0,92745.0
2011-07-31,14.208685039380024,0.8916706739237565,1.2044522460967355,0.0265090453161382,-0.013157894736842,4,3,66.46884272997026,3.3574703993516364,0.0026297856604438,1,172.13868220228247,25.25,6.31,11593.0,-5089.0,5624.0,93014.0
2011-08-31,12.873255110134595,0.0839386407134133,-0.8066933270930572,0.0151185431222082,-0.0131445334536838,6,4,52.243211334120446,3.7010231739679655,-0.0048168718536883,1,183.41386583925728,31.62,6.65,11648.0,-3682.0,5624.0,88788.0
2011-09-30,9.877887542971427,0.0968289533289673,-0.4268778410359952,0.0162411702541853,-0.0087015481975364,4,2,80.4179566563468,5.380174523481784,0.0048131056201229,0,184.27373276647316,42.96,6.15,10542.0,-6058.0,6064.0,87537.0
2011-10-31,14.881159333819664,0.0194443314983135,-0.5651871064748764,0.0162396827098294,-0.020095481292328,4,5,30.178759200841256,-2.7237354085603127,-0.0136549997720491,1,312.52867607640445,29.96,7.66,10843.0,-4085.0,7195.0,84433.0
2011-11-30,15.93895735172482,0.3892535053579152,-0.578128652181852,0.023144453312051,-0.0135089496791624,6,3,77.46710526315773,1.5457668437286909,0.0082593118059192,1,120.2736527212432,27.8,9.48,11122.0,-5179.0,9362.0,86166.0
2011-12-31,8.375154713752693,-0.6873806144483812,-0.1673962208632975,0.0091743119266056,-0.0102718078381796,6,3,79.9292661361627,4.251583881791987,0.0020857172996221,0,381.1046041906813,23.4,10.45,10809.0,-6448.0,9888.0,78330.0
2012-01-31,8.021700604134576,-0.4474953702025205,0.0218284285547301,0.0062536747020149,-0.0155573815393043,2,6,13.126709206927828,-3.647562641192237,-0.0073242788943219,0,121.1442855049674,19.44,10.61,11026.0,-5712.0,10095.0,76327.0
2012-02-29,9.713973535767948,-0.0268770834542706,-1.345074435018186,0.0089757427711185,-0.0100530578050823,5,4,53.83502170767001,-3.3169085624161543,0.0041739476156499,0,122.07700106074276,18.43,10.43,12223.0,-4183.0,11090.0,77725.0
2012-03-31,7.519056342096027,-0.0320950533331985,-1.3375725746569316,0.0078559003422928,-0.0069949636261891,5,7,48.94795127353267,0.0519312349517298,-0.0019609287242838,0,117.40519533129444,15.5,10.43,12341.0,-6212.0,11198.0,80149.0
2012-04-30,5.98313193316941,0.0265333655445635,-0.5661576978905947,0.0069182743686371,-0.0077163945426079,3,4,32.02846975088964,-1.1795637991914854,-0.0039241150094987,0,174.53546027484555,17.15,11.14,11866.0,-4384.0,12783.0,80206.0
2012-05-31,8.335118769077908,1.152544487420888,0.0300140511725022,0.0139455782312925,-0.0038963147356458,2,2,76.82801235839338,2.336236986135209,0.0024775392788917,0,184.46146639650837,24.06,8.28,10386.0,-5036.0,13050.0,78595.0
